,source,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
844,city scrape,321.0,1.0,1.0,1.0,1.0,160.0,31.0,1125.0,31.0,31.0,1125.0,1125.0,31.0,1125.0,29,59,89,179,0.0,0.0,0.0,4.71,4.62,279.0,24.0,255.0,0.0,0.65
845,city scrape,7.0,2.0,1.0,1.0,1.3,1921.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,9,31,61,336,2.3,0.8,0.0,4.71,4.62,5.0,5.0,0.0,0.0,0.65
846,city scrape,1.0,1.0,1.0,1.0,1.0,650.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,15,45,75,350,10.0,0.0,0.0,5.0,5.0,1.0,0.0,1.0,0.0,0.13
847,city scrape,507.0,1.0,1.0,1.0,1.0,180.0,30.0,90.0,30.0,30.0,90.0,90.0,30.0,90.0,30,60,90,365,0.0,0.0,0.0,4.83,4.87,66.6,12.0,37.4,0.0,0.6
848,previous scrape,507.0,1.0,1.0,1.0,1.0,430.0,30.0,90.0,30.0,30.0,90.0,90.0,30.0,90.0,13,43,73,348,0.0,0.0,0.0,4.83,4.87,66.6,12.0,37.4,0.0,0.6
849,city scrape,30.0,2.0,1.0,1.0,1.0,430.0,2.0,1125.0,1.0,2.0,1125.0,1125.0,2.0,1125.0,7,21,51,51,2.3,0.8,0.0,4.83,4.87,22.0,0.0,22.0,0.0,0.6
850,city scrape,30.0,2.0,1.0,1.0,1.0,392.0,2.0,1125.0,1.0,2.0,1125.0,1125.0,2.0,1125.0,20,50,80,80,2.3,0.8,0.0,4.75,4.81,22.0,0.0,22.0,0.0,0.6
851,city scrape,2.0,3.0,1.0,1.0,2.0,1700.0,7.0,150.0,7.0,7.0,150.0,150.0,7.0,150.0,15,40,70,160,12.0,1.0,0.0,4.5,4.58,1.0,1.0,0.0,0.0,0.19
852,city scrape,129.0,2.0,1.0,1.0,1.0,639.0,20.0,730.0,20.0,20.0,730.0,730.0,20.0,730.0,23,53,83,358,3.0,3.0,0.0,4.7,4.7,124.0,7.7,11.0,0.0,0.26
853,previous scrape,507.0,1.0,1.0,1.0,1.0,477.0,30.0,90.0,30.0,30.0,90.0,90.0,30.0,90.0,30,60,90,365,0.0,0.0,0.0,3.67,4.33,66.6,12.0,37.4,0.0,0.03
854,city scrape,1.0,2.0,1.0,1.0,1.0,477.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,29,59,89,89,0.0,0.0,0.0,3.67,4.33,1.0,0.0,1.0,0.0,0.03
855,city scrape,129.0,2.0,1.0,1.0,1.0,306.0,60.0,1125.0,60.0,60.0,1125.0,1125.0,60.0,1125.0,30,60,90,365,3.0,0.0,0.0,3.67,4.33,124.0,7.7,11.0,0.0,0.03
856,city scrape,203.0,1.0,1.0,1.0,1.0,947.0,2.0,365.0,2.0,2.0,365.0,365.0,2.0,365.0,21,51,81,356,2.3,0.0,0.0,4.29,4.42,183.0,7.7,51.0,0.0,0.27
857,city scrape,20.0,1.0,1.0,1.0,1.0,289.0,7.0,1125.0,2.0,20.0,1125.0,1125.0,19.9,1125.0,26,56,86,361,3.0,0.0,0.0,3.67,4.67,17.0,0.0,17.0,0.0,0.14
858,city scrape,321.0,2.0,1.0,1.0,1.0,160.0,29.0,1125.0,29.0,29.0,1125.0,1125.0,29.0,1125.0,29,59,89,364,0.0,0.0,0.0,4.63,4.7,279.0,24.0,255.0,0.0,0.71
859,previous scrape,4.0,2.0,1.0,1.0,1.0,180.0,2.0,730.0,1.0,1.0,730.0,730.0,1.0,730.0,0,0,0,0,2.3,0.8,0.0,4.63,4.7,1.0,1.0,0.0,0.0,0.71
860,city scrape,507.0,1.0,1.0,1.0,1.0,180.0,30.0,90.0,30.0,30.0,90.0,90.0,30.0,90.0,30,60,90,365,0.0,0.0,0.0,4.33,4.33,66.6,12.0,37.4,0.0,0.16
861,city scrape,31.0,2.0,1.0,1.0,1.0,452.0,1.0,613.9,1.0,1.0,666.5,683.5,1.0,672.1,1,1,1,1,15.0,1.0,0.0,4.33,4.33,23.0,0.0,1.0,0.0,0.16
862,city scrape,129.0,2.0,1.0,1.0,1.0,306.0,60.0,1125.0,25.0,60.0,1125.0,1125.0,59.4,1125.0,20,50,80,355,0.0,0.0,0.0,4.88,5.0,124.0,7.7,11.0,0.0,0.09
863,city scrape,321.0,1.0,1.0,1.0,1.0,160.0,31.0,1125.0,31.0,31.0,1125.0,1125.0,31.0,1125.0,29,59,89,364,0.0,0.0,0.0,4.88,5.0,279.0,24.0,255.0,0.0,0.09
864,city scrape,31.0,2.0,1.0,1.0,1.0,452.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,1,1,1,8.0,1.0,0.0,4.88,5.0,23.0,0.0,1.0,0.0,0.09
865,city scrape,31.0,2.0,1.0,1.0,1.0,452.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,1,1,1,2.3,1.0,0.0,4.66,4.76,23.0,0.0,1.0,0.0,0.76
866,city scrape,31.0,2.0,1.0,1.0,1.0,452.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,1,1,1,5.0,0.0,0.0,4.8,4.8,23.0,0.0,1.0,0.0,0.06
867,city scrape,31.0,2.0,1.0,1.0,1.0,452.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,1,1,1,15.0,1.0,0.0,4.6,5.0,23.0,0.0,1.0,0.0,0.19
868,city scrape,31.0,2.0,1.0,1.0,2.0,452.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,1,1,1,2.3,0.8,0.0,4.52,4.67,23.0,0.0,1.0,0.0,1.14
869,previous scrape,31.0,2.0,1.0,1.0,2.0,452.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,1,1,1,9.0,0.0,0.0,3.89,4.56,23.0,0.0,1.0,0.0,0.1
870,previous scrape,31.0,2.0,1.0,1.0,2.0,452.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,1,1,1,2.3,1.0,0.0,4.67,4.89,23.0,0.0,1.0,0.0,0.3
871,city scrape,31.0,2.0,1.0,1.0,2.0,452.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,0,0,0,5.0,0.0,0.0,4.6,4.2,23.0,0.0,1.0,0.0,0.06
872,city scrape,31.0,2.0,1.0,1.0,2.0,452.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,1,1,1,19.0,2.0,0.0,4.47,4.63,23.0,0.0,1.0,0.0,0.21
873,previous scrape,31.0,3.0,1.0,1.0,2.0,557.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,1,1,1,8.0,0.0,0.0,4.5,4.63,23.0,0.0,1.0,0.0,0.09
874,city scrape,31.0,3.0,1.0,1.0,2.0,557.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,1,1,1,2.0,0.0,0.0,4.5,5.0,23.0,0.0,1.0,0.0,0.03
875,previous scrape,31.0,3.0,1.0,1.0,2.0,692.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,1,1,1,2.0,0.0,0.0,5.0,5.0,23.0,0.0,1.0,0.0,0.02
876,city scrape,31.0,4.0,1.0,1.0,2.0,692.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,0,0,0,2.3,0.8,0.0,4.56,4.61,23.0,0.0,1.0,0.0,0.57
877,city scrape,12.0,2.0,1.0,1.0,1.3,1425.0,3.0,1125.0,2.0,3.0,1125.0,1125.0,3.0,1125.0,3,12,22,178,2.3,0.8,0.0,4.75,4.81,2.0,2.0,0.0,0.0,2.11
878,city scrape,31.0,4.0,1.0,1.0,2.0,692.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,0,0,0,2.3,5.0,0.0,4.54,4.65,23.0,0.0,1.0,0.0,0.82
879,city scrape,31.0,4.0,1.0,1.0,2.0,692.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,0,0,0,19.0,4.0,0.0,4.37,4.68,23.0,0.0,1.0,0.0,0.24
880,city scrape,18.0,1.0,1.0,1.0,1.0,400.0,30.0,90.0,30.0,30.0,90.0,90.0,30.0,90.0,29,59,89,179,1.0,0.0,0.0,5.0,5.0,18.0,0.0,18.0,0.0,0.01
881,city scrape,3.0,2.0,1.0,1.0,1.0,1737.0,5.0,20.0,5.0,5.0,20.0,20.0,5.0,20.0,0,0,15,290,4.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.04
882,city scrape,507.0,1.0,1.0,1.0,1.0,180.0,30.0,90.0,30.0,30.0,90.0,90.0,30.0,90.0,30,60,90,365,0.0,0.0,0.0,3.67,4.0,66.6,12.0,37.4,0.0,0.03
883,city scrape,129.0,2.0,1.0,1.0,1.0,594.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,29,59,89,364,3.0,0.0,0.0,3.67,4.0,124.0,7.7,11.0,0.0,0.03
884,city scrape,507.0,1.0,1.0,1.0,1.0,180.0,30.0,180.0,30.0,30.0,180.0,180.0,30.0,180.0,30,60,90,365,0.0,0.0,0.0,3.67,4.33,66.6,12.0,37.4,0.0,0.04
885,city scrape,79.0,1.0,1.0,1.0,1.0,242.0,28.0,1125.0,28.0,28.0,1125.0,1125.0,28.0,1125.0,20,50,80,355,3.0,1.0,0.0,3.67,4.33,9.0,0.0,9.0,0.0,0.04
886,previous scrape,59.0,2.0,1.0,1.0,1.0,160.0,1.0,30.0,1.0,1.0,30.0,30.0,1.0,30.0,0,0,0,0,2.3,0.8,0.0,4.63,4.74,50.0,7.7,2.0,0.0,0.42
887,city scrape,321.0,1.0,1.0,1.0,1.0,160.0,29.0,1125.0,29.0,29.0,1125.0,1125.0,29.0,1125.0,29,59,89,179,0.0,0.0,0.0,4.54,4.56,279.0,24.0,255.0,0.0,0.44
888,city scrape,507.0,1.0,1.0,1.0,1.0,180.0,30.0,90.0,30.0,30.0,90.0,90.0,30.0,90.0,30,60,90,365,0.0,0.0,0.0,4.54,4.56,66.6,12.0,37.4,0.0,0.44
889,city scrape,507.0,2.0,1.0,1.0,1.0,194.0,30.0,90.0,30.0,30.0,90.0,90.0,30.0,90.0,29,59,89,364,0.0,0.0,0.0,4.54,4.56,66.6,12.0,37.4,0.0,0.44
890,city scrape,507.0,2.0,1.0,1.0,1.0,217.0,30.0,90.0,30.0,30.0,90.0,90.0,30.0,90.0,30,60,90,365,0.0,0.0,0.0,4.54,4.56,66.6,12.0,37.4,0.0,0.44
891,city scrape,31.0,2.0,1.0,1.0,1.0,387.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,0,0,0,2.3,1.0,0.0,4.54,4.56,23.0,0.0,1.0,0.0,0.44
892,previous scrape,31.0,2.0,1.0,1.0,1.0,452.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,1,1,1,2.3,0.0,0.0,4.69,4.65,23.0,0.0,1.0,0.0,0.29
893,city scrape,31.0,2.0,1.0,1.0,1.0,452.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,1,1,1,2.3,4.0,0.0,4.49,4.67,23.0,0.0,1.0,0.0,0.61
894,city scrape,31.0,2.0,1.0,1.0,2.0,452.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,1,1,1,10.0,0.0,0.0,4.3,4.8,23.0,0.0,1.0,0.0,0.12
895,city scrape,31.0,2.0,1.0,1.0,2.0,432.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,1,1,1,2.3,4.0,0.0,4.45,4.71,23.0,0.0,1.0,0.0,0.54
896,previous scrape,31.0,2.0,1.0,1.0,2.0,692.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,1,1,1,15.0,7.0,0.0,4.4,4.53,23.0,0.0,1.0,0.0,0.17
897,city scrape,31.0,4.0,1.0,1.0,2.0,692.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,0,0,0,6.0,1.0,0.0,4.83,5.0,23.0,0.0,1.0,0.0,0.07
898,previous scrape,11.0,2.0,1.0,1.0,1.0,952.0,2.0,28.0,2.0,2.0,28.0,28.0,2.0,28.0,0,0,0,29,2.3,0.0,0.0,4.82,4.92,5.0,0.0,5.0,0.0,0.6
899,city scrape,1.0,2.0,1.0,1.0,1.0,952.0,1.0,1125.0,5.0,7.0,1125.0,1125.0,5.9,1125.0,5,35,65,245,2.3,1.0,0.0,4.8,4.85,1.0,1.0,0.0,0.0,1.49
900,city scrape,12.0,2.0,1.0,1.0,2.0,1280.0,30.0,370.0,30.0,30.0,370.0,370.0,30.0,370.0,27,57,87,362,1.0,1.0,0.0,5.0,5.0,9.0,8.0,1.0,0.0,1.0
901,city scrape,129.0,2.0,1.0,1.0,1.0,594.0,30.0,1125.0,1.0,30.0,1125.0,1125.0,29.7,1125.0,23,53,83,358,1.0,0.0,0.0,4.0,4.0,124.0,7.7,11.0,0.0,0.01
902,city scrape,129.0,2.0,1.0,1.0,1.0,558.0,20.0,1125.0,20.0,20.0,1125.0,1125.0,20.0,1125.0,13,43,73,348,4.0,0.0,0.0,4.7,4.0,124.0,7.7,11.0,0.0,0.06
903,previous scrape,129.0,2.0,1.0,1.0,1.0,180.0,14.8,1125.0,14.3,16.0,1125.0,1125.0,15.2,1125.0,29,59,89,364,0.0,0.0,0.0,4.5,4.5,124.0,7.7,11.0,0.0,0.03
904,city scrape,507.0,1.0,1.0,1.0,1.0,180.0,30.0,90.0,30.0,30.0,90.0,90.0,30.0,90.0,30,60,90,365,0.0,0.0,0.0,4.5,4.5,66.6,12.0,37.4,0.0,0.03
905,city scrape,129.0,2.0,1.0,1.0,1.0,594.0,30.0,1124.0,30.0,30.0,1124.0,1124.0,30.0,1124.0,0,0,0,212,2.0,0.0,0.0,4.5,4.5,124.0,7.7,11.0,0.0,0.03
906,city scrape,507.0,1.0,1.0,1.0,1.0,180.0,30.0,90.0,30.0,30.0,90.0,90.0,30.0,90.0,30,60,90,365,0.0,0.0,0.0,4.74,4.63,66.6,12.0,37.4,0.0,0.6
907,city scrape,507.0,1.0,1.0,1.0,1.0,217.0,30.0,90.0,30.0,30.0,90.0,90.0,30.0,90.0,30,60,90,365,0.0,0.0,0.0,4.74,4.63,66.6,12.0,37.4,0.0,0.6
908,city scrape,10.0,2.0,1.0,1.0,1.0,816.0,3.0,730.0,2.0,3.0,730.0,730.0,3.0,730.0,6,20,20,20,2.3,0.8,0.0,4.74,4.63,6.0,3.0,3.0,0.0,0.6
909,city scrape,10.0,2.0,1.0,1.0,1.0,963.0,4.0,730.0,2.0,4.0,730.0,730.0,3.0,730.0,5,18,40,305,2.3,0.8,0.0,4.8,4.8,6.0,3.0,3.0,0.0,0.93
910,previous scrape,2.0,2.0,1.0,1.0,1.0,180.0,1.0,1125.0,1.0,4.0,1125.0,1125.0,1.1,1125.0,0,0,0,0,2.3,0.8,0.0,4.76,4.8,1.0,1.0,0.0,0.0,1.34
911,city scrape,507.0,1.0,1.0,1.0,1.0,180.0,30.0,90.0,30.0,30.0,90.0,90.0,30.0,90.0,30,60,90,365,0.0,0.0,0.0,5.0,5.0,66.6,12.0,37.4,0.0,0.01
912,city scrape,129.0,2.0,1.0,1.0,1.0,594.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,265,1.0,0.0,0.0,5.0,5.0,124.0,7.7,11.0,0.0,0.01
913,city scrape,129.0,2.0,1.0,1.0,1.0,558.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,60,90,365,2.0,0.0,0.0,4.7,4.7,124.0,7.7,11.0,0.0,0.02
914,city scrape,20.0,1.0,1.0,1.0,1.0,321.0,20.0,1125.0,2.0,20.0,1125.0,1125.0,20.0,1125.0,11,11,28,303,2.0,0.0,0.0,5.0,5.0,17.0,0.0,17.0,0.0,0.03
915,previous scrape,4.0,2.0,1.0,1.0,1.0,558.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,0,0,0,2.3,4.0,0.0,4.41,4.59,1.0,1.0,0.0,0.0,0.24
916,previous scrape,507.0,1.0,1.0,1.0,1.0,558.0,30.0,90.0,30.0,30.0,90.0,90.0,30.0,90.0,30,60,90,365,0.0,0.0,0.0,4.33,4.67,66.6,12.0,37.4,0.0,0.07
917,city scrape,129.0,2.0,1.0,1.0,1.0,558.0,15.0,1125.0,15.0,15.0,1125.0,1125.0,15.0,1125.0,30,60,90,365,0.0,0.0,0.0,4.33,4.67,124.0,7.7,11.0,0.0,0.07
918,city scrape,129.0,2.0,1.0,1.0,1.0,594.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,29,59,89,364,3.0,1.0,0.0,4.33,4.67,124.0,7.7,11.0,0.0,0.07
919,previous scrape,129.0,2.0,1.0,1.0,1.0,600.0,14.0,1125.0,14.0,14.0,1125.0,1125.0,14.0,1125.0,14,44,74,349,0.0,0.0,0.0,4.68,4.83,124.0,7.7,11.0,0.0,0.25
920,city scrape,23.0,2.0,1.0,1.0,1.0,600.0,60.0,1125.0,5.0,60.0,1125.0,1125.0,57.4,1125.0,5,5,5,275,2.3,1.0,0.0,4.68,4.83,14.0,9.0,5.0,0.0,0.25
921,city scrape,23.0,2.0,1.0,1.0,1.0,608.0,28.0,1125.0,28.0,28.0,1125.0,1125.0,28.0,1125.0,16,18,46,321,18.0,5.0,0.0,4.56,4.78,14.0,9.0,5.0,0.0,0.2
922,city scrape,23.0,2.0,1.0,1.0,1.0,550.0,28.0,1125.0,28.0,28.0,1125.0,1125.0,28.0,1125.0,0,0,0,86,2.3,3.0,0.0,4.74,4.7,14.0,9.0,5.0,0.0,0.3
923,city scrape,321.0,1.0,1.0,1.0,1.0,160.0,31.0,1125.0,31.0,31.0,1125.0,1125.0,31.0,1125.0,29,59,89,179,0.0,0.0,0.0,5.0,5.0,279.0,24.0,255.0,0.0,0.01
924,previous scrape,507.0,1.0,1.0,1.0,1.0,180.0,30.0,90.0,30.0,30.0,90.0,90.0,30.0,90.0,30,60,90,365,0.0,0.0,0.0,5.0,5.0,66.6,12.0,37.4,0.0,0.01
925,city scrape,507.0,1.0,1.0,1.0,1.0,180.0,30.0,90.0,30.0,30.0,90.0,90.0,30.0,90.0,29,59,89,364,0.0,0.0,0.0,5.0,5.0,66.6,12.0,37.4,0.0,0.01
926,city scrape,507.0,1.0,1.0,1.0,1.0,180.0,30.0,90.0,30.0,30.0,90.0,90.0,30.0,90.0,30,60,90,365,0.0,0.0,0.0,5.0,5.0,66.6,12.0,37.4,0.0,0.01
927,previous scrape,507.0,1.0,1.0,1.0,1.0,910.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,29,59,89,364,0.0,0.0,0.0,5.0,5.0,66.6,12.0,37.4,0.0,0.01
928,city scrape,12.0,2.0,1.0,1.0,1.0,910.0,30.0,365.0,30.0,30.0,365.0,365.0,30.0,365.0,27,57,87,362,1.0,0.0,0.0,5.0,5.0,9.0,8.0,1.0,0.0,0.01
929,city scrape,12.0,2.0,1.0,1.0,1.0,850.0,30.0,365.0,30.0,30.0,365.0,365.0,30.0,365.0,23,53,83,358,0.0,0.0,0.0,5.0,5.0,9.0,8.0,1.0,0.0,0.07
930,previous scrape,1.0,2.0,1.0,1.0,1.0,160.0,3.0,45.0,3.0,3.0,45.0,45.0,3.0,45.0,0,0,0,0,6.0,2.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.07
931,city scrape,507.0,2.0,1.0,1.0,1.0,160.0,30.0,90.0,30.0,30.0,90.0,90.0,30.0,90.0,30,60,90,365,0.0,0.0,0.0,4.33,4.33,66.6,12.0,37.4,0.0,0.03
932,city scrape,507.0,1.0,1.0,1.0,1.0,180.0,30.0,90.0,30.0,30.0,90.0,90.0,30.0,90.0,30,60,90,365,0.0,0.0,0.0,4.33,4.33,66.6,12.0,37.4,0.0,0.03
933,city scrape,507.0,1.0,1.0,1.0,1.0,180.0,30.0,90.0,30.0,30.0,90.0,90.0,30.0,90.0,30,60,90,365,0.0,0.0,0.0,4.33,4.33,66.6,12.0,37.4,0.0,0.03
934,city scrape,129.0,2.0,1.0,1.0,1.0,594.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,29,59,89,364,0.0,0.0,0.0,4.33,4.33,124.0,7.7,11.0,0.0,0.03
935,city scrape,129.0,2.0,1.0,1.0,1.0,558.0,30.0,1125.0,22.0,30.0,1125.0,1125.0,29.5,1125.0,21,51,81,356,3.0,1.0,0.0,4.33,4.33,124.0,7.7,11.0,0.0,0.03
936,city scrape,507.0,1.0,1.0,1.0,1.0,180.0,30.0,90.0,30.0,30.0,90.0,90.0,30.0,90.0,29,59,89,364,0.0,0.0,0.0,4.7,4.7,66.6,12.0,37.4,0.0,0.01
937,city scrape,507.0,1.0,1.0,1.0,1.0,180.0,30.0,90.0,30.0,30.0,90.0,90.0,30.0,90.0,30,60,90,365,0.0,0.0,0.0,4.7,4.7,66.6,12.0,37.4,0.0,0.01
938,city scrape,321.0,1.0,1.0,1.0,1.0,160.0,29.0,1125.0,29.0,29.0,1125.0,1125.0,29.0,1125.0,29,59,89,364,0.0,0.0,0.0,4.7,4.7,279.0,24.0,255.0,0.0,0.01
939,city scrape,321.0,1.0,1.0,1.0,1.0,160.0,31.0,1125.0,31.0,31.0,1125.0,1125.0,31.0,1125.0,29,59,89,364,0.0,0.0,0.0,4.7,4.7,279.0,24.0,255.0,0.0,0.01
940,previous scrape,507.0,1.0,1.0,1.0,1.0,160.0,30.0,90.0,30.0,30.0,90.0,90.0,30.0,90.0,30,60,90,365,0.0,0.0,0.0,4.7,4.7,66.6,12.0,37.4,0.0,0.01
941,city scrape,507.0,1.0,1.0,1.0,1.0,160.0,30.0,90.0,30.0,30.0,90.0,90.0,30.0,90.0,29,59,89,364,1.0,0.0,0.0,4.7,4.7,66.6,12.0,37.4,0.0,0.01
942,city scrape,507.0,1.0,1.0,1.0,1.0,150.0,30.0,90.0,30.0,30.0,90.0,90.0,30.0,90.0,29,59,89,364,0.0,0.0,0.0,4.75,4.85,66.6,12.0,37.4,0.0,2.15
943,city scrape,507.0,1.0,1.0,1.0,1.0,180.0,30.0,90.0,30.0,30.0,90.0,90.0,30.0,90.0,30,60,90,365,0.0,0.0,0.0,4.75,4.85,66.6,12.0,37.4,0.0,2.15
944,city scrape,507.0,1.0,1.0,1.0,1.0,180.0,30.0,90.0,30.0,30.0,90.0,90.0,30.0,90.0,30,60,90,365,0.0,0.0,0.0,4.75,4.85,66.6,12.0,37.4,0.0,2.15
945,city scrape,321.0,1.0,1.0,1.0,1.0,160.0,31.0,1125.0,31.0,31.0,1125.0,1125.0,31.0,1125.0,29,59,89,89,0.0,0.0,0.0,4.75,4.85,279.0,24.0,255.0,0.0,2.15
946,city scrape,30.0,1.0,1.0,1.0,1.0,345.0,2.0,1125.0,1.0,2.0,1125.0,1125.0,2.0,1125.0,1,20,36,36,2.3,0.8,0.0,4.75,4.85,22.0,0.0,22.0,0.0,2.15
947,previous scrape,6.0,2.0,1.0,1.0,3.0,786.0,5.0,250.0,5.0,5.0,1125.0,1125.0,5.0,1125.0,0,0,0,0,2.3,0.8,0.0,4.89,4.96,1.0,1.0,0.0,0.0,0.84
948,city scrape,6.0,2.0,1.0,1.0,3.0,786.0,28.0,365.0,28.0,28.0,1125.0,1125.0,28.0,1125.0,27,29,29,199,2.3,1.0,0.0,4.82,4.79,1.0,1.0,0.0,0.0,1.67
949,previous scrape,10.0,2.0,1.0,1.0,1.0,160.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,22,52,82,82,2.3,1.0,0.0,4.65,4.78,7.0,0.0,7.0,0.0,0.26
950,previous scrape,507.0,1.0,1.0,1.0,1.0,160.0,30.0,90.0,30.0,30.0,90.0,90.0,30.0,90.0,30,60,90,365,0.0,0.0,0.0,4.71,4.29,66.6,12.0,37.4,0.0,0.08
951,previous scrape,507.0,1.0,1.0,1.0,1.0,160.0,30.0,90.0,30.0,30.0,90.0,90.0,30.0,90.0,30,60,90,365,0.0,0.0,0.0,4.71,4.29,66.6,12.0,37.4,0.0,0.08
952,city scrape,321.0,1.0,1.0,1.0,1.0,160.0,31.0,1125.0,31.0,31.0,1125.0,1125.0,31.0,1125.0,29,59,89,179,0.0,0.0,0.0,4.71,4.29,279.0,24.0,255.0,0.0,0.08
953,city scrape,507.0,1.0,1.0,1.0,1.0,180.0,30.0,90.0,30.0,30.0,90.0,90.0,30.0,90.0,29,59,89,364,0.0,0.0,0.0,4.71,4.29,66.6,12.0,37.4,0.0,0.08
954,city scrape,16.0,2.0,1.0,1.0,1.0,220.0,28.0,730.0,28.0,28.0,730.0,730.0,28.0,730.0,22,52,82,357,7.0,0.0,0.0,4.71,4.29,3.0,1.0,2.0,0.0,0.08
955,city scrape,321.0,1.0,1.0,1.0,1.0,217.0,60.0,1125.0,60.0,60.0,1125.0,1125.0,60.0,1125.0,29,59,89,364,1.0,0.0,0.0,4.0,4.0,279.0,24.0,255.0,0.0,0.01
956,city scrape,321.0,1.0,1.0,1.0,1.0,160.0,31.0,1125.0,31.0,31.0,1125.0,1125.0,31.0,1125.0,29,59,89,364,0.0,0.0,0.0,4.0,4.0,279.0,24.0,255.0,0.0,0.02
957,city scrape,321.0,2.0,1.0,1.0,1.0,180.0,29.0,1125.0,29.0,29.0,1125.0,1125.0,29.0,1125.0,29,59,89,364,0.0,0.0,0.0,4.0,4.0,279.0,24.0,255.0,0.0,0.02
958,city scrape,321.0,1.0,1.0,1.0,1.0,180.0,60.0,1125.0,60.0,60.0,1125.0,1125.0,60.0,1125.0,29,59,89,179,0.0,0.0,0.0,4.0,4.0,279.0,24.0,255.0,0.0,0.02
959,city scrape,321.0,1.0,1.0,1.0,1.0,170.0,29.0,1125.0,29.0,29.0,1125.0,1125.0,29.0,1125.0,29,59,89,179,0.0,0.0,0.0,4.0,4.0,279.0,24.0,255.0,0.0,0.02
960,city scrape,321.0,2.0,1.0,1.0,1.0,160.0,29.0,1125.0,29.0,29.0,1125.0,1125.0,29.0,1125.0,29,59,89,179,1.0,0.0,0.0,4.0,4.0,279.0,24.0,255.0,0.0,0.02
961,city scrape,4.0,1.0,1.0,1.0,1.0,350.0,15.0,1125.0,15.0,15.0,1125.0,1125.0,15.0,1125.0,30,60,90,365,17.0,0.0,0.0,4.18,4.35,3.0,0.0,3.0,0.0,0.19
962,city scrape,2.0,4.0,1.0,1.0,2.0,586.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,7,19,49,49,2.3,0.8,0.0,4.75,4.85,1.0,1.0,0.0,0.0,0.6
963,city scrape,129.0,2.0,1.0,1.0,1.0,594.0,14.8,1125.0,14.3,16.0,1125.0,1125.0,15.2,1125.0,30,60,90,365,1.0,0.0,0.0,4.0,4.0,124.0,7.7,11.0,0.0,0.03
