,source,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
724,city scrape,9.0,3.0,1.0,1.0,1.0,1057.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,0,9,14,2.0,1.0,0.0,4.5,5.0,1.0,1.0,0.0,0.0,0.02
725,city scrape,321.0,1.0,1.0,1.0,1.0,160.0,31.0,1125.0,31.0,31.0,1125.0,1125.0,31.0,1125.0,29,59,89,89,0.0,0.0,0.0,4.29,4.6,279.0,24.0,255.0,0.0,1.33
726,city scrape,28.0,2.0,1.0,1.0,1.0,471.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,26,38,38,38,2.3,0.8,0.0,4.29,4.6,22.0,22.0,0.0,0.0,1.33
727,previous scrape,7.0,2.0,1.0,1.0,1.0,363.0,14.8,360.0,14.3,16.0,360.0,360.0,15.2,360.0,29,59,89,179,1.0,0.0,0.0,4.0,4.0,5.0,3.0,2.0,0.0,0.01
728,city scrape,20.0,1.0,1.0,1.0,1.0,363.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,14,14,31,306,14.0,0.8,0.0,4.21,4.21,17.0,0.0,17.0,0.0,0.15
729,previous scrape,321.0,2.0,1.0,1.0,1.0,350.0,31.0,1125.0,31.0,31.0,1125.0,1125.0,31.0,1125.0,29,59,89,179,0.0,0.0,0.0,4.76,4.86,279.0,24.0,255.0,0.0,0.23
730,city scrape,2.0,1.0,1.0,1.0,1.0,350.0,29.0,1125.0,1.0,29.0,1125.0,1125.0,28.7,1125.0,29,59,89,179,2.3,1.0,0.0,4.76,4.86,2.0,0.0,2.0,0.0,0.23
731,city scrape,28.0,2.0,1.0,1.0,1.0,541.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,26,38,38,38,2.3,5.0,0.0,4.14,4.44,22.0,22.0,0.0,0.0,1.15
732,city scrape,3.0,3.0,1.0,1.0,2.0,743.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,5,11,31,39,2.3,0.8,0.0,4.99,4.97,1.0,0.0,1.0,0.0,0.6
733,city scrape,20.0,2.0,1.0,1.0,3.0,702.0,1.0,31.0,1.0,1.0,31.0,31.0,1.0,31.0,21,49,79,354,2.3,4.0,0.0,4.35,4.31,5.0,4.0,1.0,0.0,0.48
734,city scrape,6.0,4.0,1.0,1.0,3.0,610.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,29,59,89,364,2.0,0.0,0.0,5.0,5.0,2.0,2.0,0.0,0.0,0.02
735,city scrape,28.0,2.0,1.0,1.0,1.3,967.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,23,34,34,34,2.3,0.8,0.0,4.21,4.5,22.0,22.0,0.0,0.0,0.98
736,city scrape,1.0,2.0,1.0,1.0,1.0,700.0,14.0,150.0,14.0,14.0,1125.0,1125.0,14.0,1125.0,0,0,7,265,20.0,3.0,0.0,4.3,4.7,1.0,1.0,0.0,0.0,0.21
737,city scrape,321.0,1.0,1.0,1.0,1.0,160.0,31.0,1125.0,31.0,31.0,1125.0,1125.0,31.0,1125.0,29,59,89,179,0.0,0.0,0.0,4.1,4.6,279.0,24.0,255.0,0.0,0.11
738,previous scrape,14.0,2.0,1.0,1.0,1.0,160.0,1.0,368.0,1.0,1.0,368.0,368.0,1.0,368.0,29,59,89,364,10.0,0.0,0.0,4.1,4.6,5.0,0.0,5.0,0.0,0.11
739,city scrape,321.0,1.0,1.0,1.0,1.0,160.0,31.0,1125.0,31.0,31.0,1125.0,1125.0,31.0,1125.0,29,59,89,179,0.0,0.0,0.0,4.75,5.0,279.0,24.0,255.0,0.0,0.04
740,city scrape,321.0,2.0,1.0,1.0,1.0,160.0,29.0,1125.0,29.0,29.0,1125.0,1125.0,29.0,1125.0,29,59,89,179,0.0,0.0,0.0,4.75,5.0,279.0,24.0,255.0,0.0,0.04
741,city scrape,7.0,2.0,1.0,1.0,1.0,500.0,27.0,1125.0,27.0,27.0,1125.0,1125.0,27.0,1125.0,29,59,89,179,0.0,0.0,0.0,4.75,5.0,2.0,2.0,0.0,0.0,0.04
742,city scrape,129.0,2.0,1.0,1.0,1.0,513.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,60,90,365,4.0,1.0,0.0,4.75,5.0,124.0,7.7,11.0,0.0,0.04
743,city scrape,28.0,2.0,1.0,1.0,1.0,383.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,22,32,32,32,2.3,1.0,0.0,4.08,4.5,22.0,22.0,0.0,0.0,0.67
744,previous scrape,28.0,2.0,1.0,1.0,1.0,594.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,0,0,0,0,2.3,0.0,0.0,3.9,4.21,22.0,22.0,0.0,0.0,0.3
745,previous scrape,28.0,2.0,1.0,1.0,1.0,594.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,0,0,0,0,2.3,1.0,0.0,4.41,4.67,22.0,22.0,0.0,0.0,0.88
746,city scrape,129.0,2.0,1.0,1.0,1.0,594.0,60.0,1125.0,60.0,60.0,1125.0,1125.0,60.0,1125.0,29,59,89,364,0.0,0.0,0.0,4.43,4.64,124.0,7.7,11.0,0.0,0.62
747,city scrape,13.0,3.0,1.0,1.0,2.0,315.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,9,18,35,121,2.3,0.8,0.0,4.43,4.64,10.0,0.0,10.0,0.0,0.62
748,city scrape,28.0,2.0,1.0,1.0,1.0,416.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,29,41,41,41,18.0,0.0,0.0,3.89,4.29,22.0,22.0,0.0,0.0,0.2
749,city scrape,71.0,2.0,1.0,1.0,1.3,800.0,28.0,1125.0,28.0,28.0,1125.0,1125.0,28.0,1125.0,29,59,89,179,7.0,0.0,0.0,4.86,4.71,65.0,7.7,0.0,0.0,0.08
750,city scrape,6.0,1.0,1.0,1.0,1.0,330.0,60.0,1125.0,60.0,60.0,1125.0,1125.0,60.0,1125.0,30,60,90,365,0.0,0.0,0.0,4.72,4.77,1.0,0.0,1.0,0.0,0.6
751,city scrape,47.0,2.0,1.0,1.0,1.0,679.0,1.0,365.0,1.0,1.0,365.0,365.0,1.0,365.0,0,6,36,311,0.0,0.0,0.0,4.72,4.77,2.0,0.0,2.0,0.0,0.6
752,city scrape,7.0,2.0,1.0,1.0,2.0,899.0,1.0,28.0,1.0,1.0,28.0,28.0,1.0,28.0,0,0,0,94,2.3,0.8,0.0,4.72,4.77,3.0,2.0,1.0,0.0,0.6
753,city scrape,321.0,1.0,1.0,1.0,1.0,217.0,31.0,1125.0,31.0,31.0,1125.0,1125.0,31.0,1125.0,29,59,89,364,0.0,0.0,0.0,5.0,5.0,279.0,24.0,255.0,0.0,0.05
754,city scrape,321.0,1.0,1.0,1.0,1.0,170.0,31.0,1125.0,31.0,31.0,1125.0,1125.0,31.0,1125.0,29,59,89,364,0.0,0.0,0.0,5.0,5.0,279.0,24.0,255.0,0.0,0.05
755,city scrape,321.0,1.0,1.0,1.0,1.0,160.0,31.0,1125.0,31.0,31.0,1125.0,1125.0,31.0,1125.0,29,59,89,179,0.0,0.0,0.0,5.0,5.0,279.0,24.0,255.0,0.0,0.05
756,city scrape,1.0,4.0,1.0,1.0,3.0,1900.0,7.0,14.0,8.0,8.0,14.0,14.0,8.0,14.0,4,4,25,115,4.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.05
757,city scrape,7.0,2.0,1.0,1.0,1.0,292.0,1.0,28.0,1.0,1.0,28.0,28.0,1.0,28.0,0,0,3,183,2.3,0.8,0.0,4.7,4.8,3.0,2.0,1.0,0.0,0.6
758,city scrape,321.0,2.0,1.0,1.0,1.0,190.0,31.0,1125.0,31.0,31.0,1125.0,1125.0,31.0,1125.0,29,59,89,179,0.0,0.0,0.0,4.07,4.18,279.0,24.0,255.0,0.0,0.76
759,previous scrape,321.0,1.0,1.0,1.0,1.0,516.0,31.0,1125.0,31.0,31.0,1125.0,1125.0,31.0,1125.0,29,59,89,364,0.0,0.0,0.0,4.07,4.18,279.0,24.0,255.0,0.0,0.76
760,city scrape,28.0,2.0,1.0,1.0,1.0,516.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,28,40,40,40,2.3,0.8,0.0,4.07,4.18,22.0,22.0,0.0,0.0,0.76
761,city scrape,28.0,2.0,1.0,1.0,1.0,541.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,27,39,39,39,2.3,1.0,0.0,4.16,4.6,22.0,22.0,0.0,0.0,0.6
762,city scrape,71.0,2.0,1.0,1.0,3.0,1300.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,27,57,87,87,3.0,0.0,0.0,5.0,5.0,65.0,7.7,0.0,0.0,0.04
763,city scrape,13.0,2.0,1.0,1.0,1.0,499.0,14.8,365.0,14.3,16.0,365.0,365.0,15.2,365.0,30,60,90,180,2.3,0.0,0.0,4.5,4.68,6.0,4.0,2.0,0.0,0.23
764,city scrape,321.0,1.0,1.0,1.0,1.0,160.0,31.0,1125.0,31.0,31.0,1125.0,1125.0,31.0,1125.0,29,59,89,179,0.0,0.0,0.0,5.0,5.0,279.0,24.0,255.0,0.0,0.04
765,city scrape,321.0,1.0,1.0,1.0,1.0,160.0,31.0,1125.0,31.0,31.0,1125.0,1125.0,31.0,1125.0,29,59,89,179,0.0,0.0,0.0,5.0,5.0,279.0,24.0,255.0,0.0,0.04
766,city scrape,71.0,2.0,1.0,1.0,1.3,1400.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,27,57,87,87,4.0,0.0,0.0,5.0,5.0,65.0,7.7,0.0,0.0,0.04
767,city scrape,321.0,2.0,1.0,1.0,1.0,160.0,29.0,1125.0,29.0,29.0,1125.0,1125.0,29.0,1125.0,29,59,89,364,0.0,0.0,0.0,4.41,4.76,279.0,24.0,255.0,0.0,0.22
768,city scrape,321.0,2.0,1.0,1.0,1.0,160.0,29.0,1125.0,29.0,29.0,1125.0,1125.0,29.0,1125.0,29,59,89,179,0.0,0.0,0.0,4.41,4.76,279.0,24.0,255.0,0.0,0.22
769,city scrape,39.0,2.0,1.0,1.0,2.0,465.0,1.0,500.0,1.0,1.0,500.0,500.0,1.0,500.0,22,52,82,198,17.0,1.0,0.0,4.41,4.76,35.0,0.0,34.0,0.0,0.22
770,city scrape,39.0,3.0,1.0,1.0,2.0,514.0,1.0,500.0,1.0,1.0,500.0,500.0,1.0,500.0,11,35,65,181,2.3,0.8,0.0,4.82,4.79,35.0,0.0,34.0,0.0,0.36
771,city scrape,7.0,2.0,1.0,1.0,1.0,269.0,14.8,365.0,14.3,16.0,365.0,365.0,15.2,365.0,30,60,90,270,14.0,0.0,0.0,4.71,4.79,5.0,3.0,2.0,0.0,0.16
772,city scrape,6.0,2.0,1.0,1.0,1.3,603.5,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,22,47,77,352,19.0,1.0,0.0,4.16,4.11,2.0,2.0,0.0,0.0,0.2
773,city scrape,507.0,1.0,1.0,1.0,1.0,200.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,29,59,89,364,0.0,0.0,0.0,4.36,4.64,66.6,12.0,37.4,0.0,0.12
774,city scrape,507.0,1.0,1.0,1.0,1.0,180.0,30.0,90.0,30.0,30.0,90.0,90.0,30.0,90.0,30,60,90,365,0.0,0.0,0.0,4.36,4.64,66.6,12.0,37.4,0.0,0.12
775,city scrape,7.0,2.0,1.0,1.0,1.0,319.0,14.8,365.0,14.3,16.0,365.0,365.0,15.2,365.0,30,60,90,180,11.0,0.0,0.0,4.36,4.64,5.0,3.0,2.0,0.0,0.12
776,city scrape,16.0,2.0,1.0,1.0,1.0,220.0,28.0,365.0,28.0,28.0,365.0,365.0,28.0,365.0,12,42,72,347,7.0,0.0,0.0,4.0,4.57,3.0,1.0,2.0,0.0,0.08
777,city scrape,2.0,1.0,1.0,1.0,1.0,524.0,2.0,14.0,1.0,2.0,14.0,14.0,2.0,14.0,0,0,0,219,2.3,0.8,0.0,4.86,4.92,1.0,0.0,1.0,0.0,0.53
778,previous scrape,507.0,1.0,1.0,1.0,1.0,230.0,30.0,90.0,30.0,30.0,90.0,90.0,30.0,90.0,29,59,89,364,0.0,0.0,0.0,4.75,4.82,66.6,12.0,37.4,0.0,1.37
779,city scrape,507.0,1.0,1.0,1.0,1.0,230.0,30.0,90.0,30.0,30.0,90.0,90.0,30.0,90.0,30,60,90,365,0.0,0.0,0.0,4.75,4.82,66.6,12.0,37.4,0.0,1.37
780,previous scrape,1.0,1.0,1.0,1.0,1.0,160.0,10.0,1125.0,10.0,10.0,1125.0,1125.0,10.0,1125.0,23,53,83,83,0.0,0.0,0.0,4.75,4.82,1.0,0.0,1.0,0.0,1.37
781,previous scrape,5.0,3.0,1.0,1.0,1.0,160.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,0,0,0,2.3,0.8,0.0,4.75,4.82,4.0,0.0,4.0,0.0,1.37
782,previous scrape,507.0,1.0,1.0,1.0,1.0,160.0,30.0,120.0,30.0,30.0,120.0,120.0,30.0,120.0,29,59,89,364,0.0,0.0,0.0,4.64,4.78,66.6,12.0,37.4,0.0,1.37
783,city scrape,321.0,1.0,1.0,1.0,1.0,160.0,31.0,1125.0,31.0,31.0,1125.0,1125.0,31.0,1125.0,29,59,89,364,0.0,0.0,0.0,4.64,4.78,279.0,24.0,255.0,0.0,1.37
784,city scrape,321.0,1.0,1.0,1.0,1.0,160.0,31.0,1125.0,31.0,31.0,1125.0,1125.0,31.0,1125.0,29,59,89,179,0.0,0.0,0.0,4.64,4.78,279.0,24.0,255.0,0.0,1.37
785,previous scrape,5.0,2.0,1.0,1.0,1.0,160.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,0,0,0,2.3,0.8,0.0,4.64,4.78,4.0,0.0,4.0,0.0,1.37
786,previous scrape,5.0,2.0,1.0,1.0,1.0,160.0,1.0,1125.0,1.0,2.0,1125.0,1125.0,1.3,1125.0,0,0,0,0,2.3,7.0,0.0,4.72,4.79,4.0,0.0,4.0,0.0,1.17
787,previous scrape,5.0,2.0,1.0,1.0,1.0,160.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,0,0,0,2.3,0.8,0.0,4.64,4.7,4.0,0.0,4.0,0.0,0.98
788,city scrape,321.0,1.0,1.0,1.0,1.0,160.0,31.0,1125.0,31.0,31.0,1125.0,1125.0,31.0,1125.0,30,60,90,180,0.0,0.0,0.0,4.5,5.0,279.0,24.0,255.0,0.0,0.19
789,city scrape,321.0,2.0,1.0,1.0,1.0,160.0,29.0,1125.0,29.0,29.0,1125.0,1125.0,29.0,1125.0,29,59,89,179,2.0,2.0,0.0,4.5,5.0,279.0,24.0,255.0,0.0,0.19
790,city scrape,1.0,2.0,1.0,1.0,1.0,603.5,30.0,1125.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,29,59,89,179,2.3,0.0,0.0,4.92,4.96,1.0,1.0,0.0,0.0,0.25
791,city scrape,4.0,4.0,1.0,1.0,3.0,1855.0,4.0,1125.0,4.0,4.0,1125.0,1125.0,4.0,1125.0,4,30,60,331,2.3,0.8,0.0,4.72,4.82,4.0,4.0,0.0,0.0,1.47
792,city scrape,321.0,2.0,1.0,1.0,1.0,195.0,29.0,1125.0,29.0,29.0,1125.0,1125.0,29.0,1125.0,0,19,49,139,1.0,1.0,0.0,4.0,4.0,279.0,24.0,255.0,0.0,0.08
793,city scrape,321.0,1.0,1.0,1.0,1.0,160.0,31.0,1125.0,31.0,31.0,1125.0,1125.0,31.0,1125.0,29,59,89,179,0.0,0.0,0.0,5.0,5.0,279.0,24.0,255.0,0.0,0.06
794,city scrape,1.0,2.0,1.0,1.0,3.0,1600.0,30.0,120.0,30.0,30.0,120.0,120.0,30.0,120.0,0,5,35,310,2.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.06
795,previous scrape,507.0,1.0,1.0,1.0,1.0,160.0,30.0,90.0,30.0,30.0,90.0,90.0,30.0,90.0,30,60,90,365,0.0,0.0,0.0,5.0,4.71,66.6,12.0,37.4,0.0,0.07
796,previous scrape,14.0,3.0,1.0,1.0,1.0,160.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0,0,0,0,7.0,0.0,0.0,5.0,4.71,9.0,0.0,8.0,0.0,0.07
797,previous scrape,321.0,1.0,1.0,1.0,1.0,160.0,31.0,1125.0,31.0,31.0,1125.0,1125.0,31.0,1125.0,29,59,89,179,0.0,0.0,0.0,4.85,4.85,279.0,24.0,255.0,0.0,0.42
798,previous scrape,3.0,2.0,1.0,1.0,1.0,160.0,2.0,1125.0,1.0,2.0,1125.0,1125.0,1.0,1125.0,0,0,0,0,2.3,0.0,0.0,4.85,4.85,2.0,1.0,0.0,0.0,0.42
799,city scrape,321.0,1.0,1.0,1.0,1.0,160.0,31.0,1125.0,31.0,31.0,1125.0,1125.0,31.0,1125.0,29,59,89,179,0.0,0.0,0.0,4.46,4.57,279.0,24.0,255.0,0.0,0.38
800,previous scrape,59.0,2.0,1.0,1.0,3.0,1979.0,1.0,20.0,1.0,1.0,20.0,20.0,1.0,20.0,0,0,0,0,2.3,2.0,0.0,4.46,4.57,50.0,7.7,2.0,0.0,0.38
801,city scrape,7.0,4.0,1.0,1.0,3.0,1979.0,1.0,365.0,1.0,1.0,365.0,365.0,1.0,365.0,24,54,84,359,0.0,0.0,0.0,4.7,4.7,1.0,1.0,0.0,0.0,0.02
802,city scrape,129.0,2.0,1.0,1.0,1.0,621.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,13,43,73,348,2.0,1.0,0.0,4.7,4.7,124.0,7.7,11.0,0.0,0.02
803,city scrape,12.0,3.0,1.0,1.0,2.0,1000.0,30.0,366.0,30.0,30.0,366.0,366.0,30.0,366.0,27,57,87,362,0.0,0.0,0.0,4.81,4.9,9.0,8.0,1.0,0.0,0.85
804,previous scrape,3.0,2.0,1.0,1.0,2.0,1100.0,7.0,140.0,4.0,4.0,140.0,140.0,4.0,140.0,0,0,0,0,2.3,2.0,0.0,4.81,4.9,1.0,1.0,0.0,0.0,0.85
805,city scrape,1.0,4.0,1.0,1.0,2.0,1100.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,24,54,77,352,2.3,3.0,0.0,4.94,4.94,1.0,1.0,0.0,0.0,0.35
806,city scrape,3.0,3.0,1.0,1.0,1.0,603.5,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,29,59,89,364,0.0,0.0,0.0,4.86,4.71,1.0,1.0,0.0,0.0,0.07
807,city scrape,129.0,2.0,1.0,1.0,1.0,423.0,60.0,1125.0,60.0,60.0,1125.0,1125.0,60.0,1125.0,29,59,89,364,0.0,0.0,0.0,4.86,4.71,124.0,7.7,11.0,0.0,0.07
808,city scrape,7.0,2.0,1.0,1.0,1.0,599.0,14.8,365.0,14.3,16.0,365.0,365.0,15.2,365.0,30,60,90,270,7.0,0.0,0.0,4.86,4.71,5.0,3.0,2.0,0.0,0.07
809,city scrape,321.0,2.0,1.0,1.0,1.0,200.0,29.0,1125.0,29.0,29.0,1125.0,1125.0,29.0,1125.0,29,59,89,179,0.0,0.0,0.0,4.7,4.7,279.0,24.0,255.0,0.0,0.01
810,city scrape,321.0,1.0,1.0,1.0,1.0,160.0,29.0,1125.0,29.0,29.0,1125.0,1125.0,29.0,1125.0,29,59,89,179,1.0,0.0,0.0,4.7,4.7,279.0,24.0,255.0,0.0,0.01
811,city scrape,12.0,2.0,1.0,1.0,1.0,770.0,30.0,366.0,30.0,30.0,366.0,366.0,30.0,366.0,27,57,87,362,0.0,0.0,0.0,4.83,4.89,9.0,8.0,1.0,0.0,1.52
812,city scrape,12.0,2.0,1.0,1.0,1.0,950.0,30.0,366.0,30.0,30.0,366.0,366.0,30.0,366.0,27,57,87,362,0.0,0.0,0.0,4.83,4.89,9.0,8.0,1.0,0.0,1.52
813,city scrape,2.0,2.0,1.0,1.0,3.0,603.5,3.0,14.0,1.0,3.0,14.0,14.0,3.0,14.0,14,35,47,288,18.0,0.8,0.0,4.83,4.89,1.0,1.0,0.0,0.0,1.52
814,city scrape,507.0,1.0,1.0,1.0,1.0,180.0,30.0,90.0,30.0,30.0,90.0,90.0,30.0,90.0,30,60,90,365,0.0,0.0,0.0,4.82,4.93,66.6,12.0,37.4,0.0,0.6
815,city scrape,507.0,2.0,1.0,1.0,1.0,200.0,29.0,1125.0,29.0,29.0,1125.0,1125.0,29.0,1125.0,0,0,0,0,0.0,0.0,0.0,4.82,4.93,66.6,12.0,37.4,0.0,0.6
816,previous scrape,11.0,2.0,1.0,1.0,1.0,180.0,2.0,28.0,2.0,2.0,28.0,28.0,2.0,28.0,1,2,31,31,2.3,0.0,0.0,4.82,4.93,5.0,0.0,5.0,0.0,0.6
817,previous scrape,11.0,4.0,1.0,1.0,1.0,180.0,2.0,28.0,3.0,3.0,28.0,28.0,3.0,28.0,0,0,29,29,2.3,0.0,0.0,4.8,4.89,5.0,0.0,5.0,0.0,2.34
818,city scrape,507.0,1.0,1.0,1.0,1.0,180.0,30.0,90.0,30.0,30.0,90.0,90.0,30.0,90.0,30,60,90,365,0.0,0.0,0.0,4.79,4.83,66.6,12.0,37.4,0.0,0.6
819,city scrape,321.0,1.0,1.0,1.0,1.0,160.0,31.0,1125.0,31.0,31.0,1125.0,1125.0,31.0,1125.0,29,59,89,179,0.0,0.0,0.0,4.79,4.83,279.0,24.0,255.0,0.0,0.6
820,city scrape,30.0,1.0,1.0,1.0,1.0,463.0,2.0,1125.0,1.0,2.0,1125.0,1125.0,2.0,1125.0,10,32,59,59,2.3,0.8,0.0,4.79,4.83,22.0,0.0,22.0,0.0,0.6
821,city scrape,30.0,2.0,1.0,1.0,1.0,416.0,2.0,1125.0,1.0,2.0,1125.0,1125.0,2.0,1125.0,7,35,65,65,2.3,0.8,0.0,4.8,4.87,22.0,0.0,22.0,0.0,0.6
822,city scrape,30.0,2.0,1.0,1.0,1.0,583.0,2.0,1125.0,1.0,2.0,1125.0,1125.0,2.0,1125.0,4,31,61,61,2.3,0.8,0.0,4.73,4.86,22.0,0.0,22.0,0.0,0.6
823,city scrape,30.0,3.0,1.0,1.0,2.0,601.0,2.0,1125.0,1.0,2.0,1125.0,1125.0,2.0,1125.0,9,34,60,60,2.3,0.8,0.0,4.77,4.81,22.0,0.0,22.0,0.0,0.6
824,previous scrape,11.0,2.0,1.0,1.0,2.0,386.0,2.0,28.0,2.0,2.0,28.0,28.0,2.0,28.0,0,0,29,29,2.3,0.0,0.0,4.82,4.93,5.0,0.0,5.0,0.0,0.6
825,previous scrape,507.0,1.0,1.0,1.0,2.0,386.0,29.0,1125.0,29.0,29.0,1125.0,1125.0,29.0,1125.0,29,59,89,364,0.0,0.0,0.0,4.8,4.88,66.6,12.0,37.4,0.0,0.6
826,previous scrape,507.0,1.0,1.0,1.0,2.0,386.0,30.0,90.0,30.0,30.0,90.0,90.0,30.0,90.0,30,60,90,365,0.0,0.0,0.0,4.8,4.88,66.6,12.0,37.4,0.0,0.6
827,city scrape,30.0,3.0,1.0,1.0,2.0,386.0,2.0,1125.0,1.0,2.0,1125.0,1125.0,2.0,1125.0,7,36,66,66,2.3,0.8,0.0,4.8,4.88,22.0,0.0,22.0,0.0,0.6
828,city scrape,15.0,2.0,1.0,1.0,2.0,390.0,2.0,11.0,1.0,3.0,1125.0,1125.0,2.0,1125.0,25,55,85,93,10.0,0.0,0.0,4.8,4.9,12.0,0.0,12.0,0.0,0.11
829,city scrape,129.0,2.0,1.0,1.0,1.0,513.0,15.0,1125.0,15.0,15.0,1125.0,1125.0,15.0,1125.0,26,56,86,361,2.0,2.0,0.0,4.7,4.7,124.0,7.7,11.0,0.0,0.43
830,city scrape,2.0,2.0,1.0,1.0,0.0,603.5,7.0,20.0,7.0,7.0,20.0,20.0,7.0,20.0,14,14,34,34,3.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.03
831,previous scrape,59.0,2.0,1.0,1.0,1.0,820.0,1.0,20.0,1.0,1.0,20.0,20.0,1.0,20.0,0,0,0,0,11.0,4.0,0.0,4.18,4.45,50.0,7.7,2.0,0.0,0.12
832,city scrape,1.0,2.0,1.0,1.0,1.0,820.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,8,17,20,2.3,3.0,0.0,4.51,4.51,1.0,1.0,0.0,0.0,0.41
833,city scrape,321.0,2.0,1.0,1.0,1.0,160.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,29,59,89,364,0.0,0.0,0.0,4.86,4.92,279.0,24.0,255.0,0.0,0.6
834,city scrape,30.0,1.0,1.0,1.0,1.0,329.0,2.0,1125.0,1.0,2.0,1125.0,1125.0,2.0,1125.0,6,17,37,37,2.3,0.8,0.0,4.86,4.92,22.0,0.0,22.0,0.0,0.6
835,city scrape,59.0,2.0,1.0,1.0,3.0,1857.0,1.0,90.0,1.0,1.0,90.0,90.0,1.0,90.0,18,26,26,26,8.0,0.0,0.0,4.88,4.88,50.0,7.7,2.0,0.0,0.09
836,city scrape,129.0,2.0,1.0,1.0,1.0,594.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,29,59,89,364,4.0,0.0,0.0,5.0,5.0,124.0,7.7,11.0,0.0,0.04
837,city scrape,321.0,2.0,1.0,1.0,1.0,217.0,29.0,1125.0,29.0,29.0,1125.0,1125.0,29.0,1125.0,29,59,89,179,0.0,0.0,0.0,5.0,5.0,279.0,24.0,255.0,0.0,0.05
838,city scrape,507.0,2.0,1.0,1.0,1.0,210.0,30.0,90.0,30.0,30.0,90.0,90.0,30.0,90.0,30,60,90,365,1.0,0.0,0.0,5.0,5.0,66.6,12.0,37.4,0.0,0.05
839,city scrape,3.0,4.0,1.0,1.0,1.0,900.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,0,5,2.3,0.8,0.0,4.96,4.96,1.0,1.0,0.0,0.0,1.47
840,city scrape,20.0,2.0,1.0,1.0,3.0,633.0,1.0,365.0,1.0,1.0,365.0,365.0,1.0,365.0,28,58,88,363,5.0,1.0,0.0,5.0,4.6,5.0,4.0,1.0,0.0,0.31
841,city scrape,129.0,2.0,1.0,1.0,1.0,342.0,60.0,1125.0,60.0,60.0,1125.0,1125.0,60.0,1125.0,29,59,89,364,0.0,0.0,0.0,4.71,4.62,124.0,7.7,11.0,0.0,0.65
842,city scrape,321.0,1.0,1.0,1.0,1.0,160.0,31.0,1125.0,31.0,31.0,1125.0,1125.0,31.0,1125.0,29,59,89,179,0.0,0.0,0.0,4.71,4.62,279.0,24.0,255.0,0.0,0.65
843,city scrape,321.0,1.0,1.0,1.0,1.0,160.0,31.0,1125.0,31.0,31.0,1125.0,1125.0,31.0,1125.0,30,60,90,180,0.0,0.0,0.0,4.71,4.62,279.0,24.0,255.0,0.0,0.65
